华南农业大学珠江学院,2.66,"东英吉利大学
University of East Anglia",申请成功
朴茨茅斯大学,2.1,"萨塞克斯大学
University of Sussex",申请成功
中南林业科技大学,4.0,"伦敦大学国王学院
King’s College London",申请失败
温州肯恩大学,3.74,"伦敦大学国王学院
King’s College London",申请失败
中央司法警官学院,3.5,"布里斯托大学
University of Bristol",申请失败
江苏科技大学,3.42,"伯明翰大学
University of Birmingham",申请失败
上海工程技术大学,3.1,"莱斯特大学
University of Leicester",申请失败
东北大学,3.83,"爱丁堡大学
The University of Edinburgh",申请失败
首都经济贸易大学,3.66,"伦敦大学皇家霍洛威学院
Royal Holloway, University of London",申请成功
淮阴工学院Huaiyin Institute of Technology,3.0,"哈德斯费尔德大学
University of Huddersfield",申请成功
河南大学,2.97,"利兹大学
University of Leeds",申请成功
东北电力大学,4.0,"曼彻斯特大学
The University of Manchester",申请成功
湖北汽车工业学院,3.3,"卡迪夫大学
Cardiff University",申请成功
清华大学,3.5,"南安普顿大学
University of Southampton",申请成功
四川外国语大学重庆南方翻译学院,3.0599999999999996,"利兹大学
University of Leeds",申请失败
莱斯特大学,1.2999999999999998,"伦敦大学国王学院
King’s College London",申请失败
西北工业大学,3.6999999999999993,"埃克塞特大学
University of Exeter",申请成功
厦门大学,3.3,"伦敦大学国王学院
King’s College London",申请成功
上海财经大学,3.7,"伦敦大学国王学院
King’s College London",申请成功
云南财经大学,3.156,"埃克塞特大学
University of Exeter",申请成功
约克大学,2.1,"曼彻斯特大学
The University of Manchester",申请失败
天津工业大学,4.0,"布里斯托大学
University of Bristol",申请失败
中国科学技术大学,4.0,"斯旺西大学
Swansea University",申请成功
中国劳动关系学院,3.51,"约克大学
University of York",申请失败
宁波诺丁汉大学,2.625,"曼彻斯特大学
The University of Manchester",申请失败
东北大学秦皇岛分校,2.819,"利兹大学
University of Leeds",申请失败
天津外国语学院滨海外事学院,3.28,"谢菲尔德大学
The University of Sheffield",申请失败
徐州师范大学XuZhou Normal University,4.0,"诺丁汉特伦特大学
Nottingham Trent University",申请成功
德蒙特福大学,3.0,"格拉斯哥大学
University of Glasgow",申请成功
加利福尼亚大学尔湾分校,3.65,"伦敦大学国王学院
King’s College London",申请成功
